clean_text,label
your brother is a genius,0
sorry i guess whenever i can get a hold of my connections maybe an hour or two i ll text you,0
did u find out what time the bus is at coz i need to sort some stuff out,0
dude ive been seeing a lotta corvettes lately,0
congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call NUMBER ts cs URL NUMBER NUMBER pm approx NUMBER mins,1
same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it don t matter,0
private your NUMBER account statement for NUMBER xxxxxx shows NUMBER un redeemed s i m points call NUMBER identifier code NUMBER expires NUMBER NUMBER NUMBER,1
hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r,1
what do u want for xmas how about NUMBER free text messages a new video phone with half price line rental call free now on NUMBER NUMBER to find out more,1
well am officially in a philosophical hole so if u wanna call am at home ready to be saved,0
its going good no problem but still need little experience to understand american customer voice,0
i ll text you when i drop x off,0
ugh its been a long day i m exhausted just want to cuddle up and take a nap,0
talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil lt gt,0
shop till u drop is it you either NUMBER k NUMBER k NUMBER cash or NUMBER travel voucher call now NUMBER ntt po box cr NUMBER bt fixedline cost NUMBER ppm mobile vary,1
are you in castor you need to see something,0
sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to NUMBER NUMBER NUMBER sp tyrone,1
u have a secret admirer who is looking NUMBER make contact with u find out who they r reveal who thinks ur so special call on NUMBER,1
u have a secret admirer who is looking NUMBER make contact with u find out who they r reveal who thinks ur so special call on NUMBER stopsms NUMBER,1
reminder you have not downloaded the content you have already paid for goto URL mymoby tv to collect your content,1
see i knew giving you a break a few times woul lead to you always wanting to miss curfew i was gonna gibe you til one but a midnight movie is not gonna get out til after NUMBER you need to come home you need to getsleep and if anything you need to b studdying ear training,0
i love to give massages i use lots of baby oil what is your fave position,0
dude we should go sup again,0
yoyyooo u know how to change permissions for a drive in mac my usb flash drive,0
gibbs unsold mike hussey,0
i like to talk pa but am not able to i dont know y,0
y dun cut too short leh u dun like ah she failed she s quite sad,0
you unbelievable faglord,0
wife how she knew the time of murder exactly,0
why do you ask princess,0
i am great princess what are you thinking about me,0
nutter cutter ctter cttergg cttargg ctargg ctagg ie you,0
it s ok i noe u re busy but i m really too bored so i msg u i oso dunno wat colour she choose NUMBER me one,0
doesn t g have class early tomorrow and thus shouldn t be trying to smoke at lt gt,0
superb thought be grateful that u dont have everything u want that means u still have an opportunity to be happier tomorrow than u are today,0
hope you are having a good week just checking in,0
i m used to it i just hope my agents don t drop me since i ve only booked a few things this year this whole me in boston them in nyc was an experiment,0
thursday night yeah sure thing we ll work it out then,0
your free ringtone is waiting to be collected simply text the password mix to NUMBER to verify get usher and britney fml po box NUMBER mk NUMBER NUMBER h NUMBER ppw NUMBER,1
probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago,0
how is it possible to teach you and where,0
i wonder if your phone battery went dead i had to tell you i love you babe,0
lovely smell on this bus and it ain t tobacco,0
we re all getting worried over here derek and taylor have already assumed the worst,0
hey what s up charles sorry about the late reply,0
all the lastest from stereophonics marley dizzee racal libertines and the strokes win nookii games with flirt click themob wap bookmark or text wap to NUMBER,1
i ll give her once i have it plus she said grinule greet you whenever we speak,0
white fudge oreos are in stores,0
january male sale hot gay chat now cheaper call NUMBER national rate from NUMBER NUMBER p min cheap to NUMBER NUMBER p min peak to stop texts call NUMBER NUMBER p min,1
my love how come it took you so long to leave for zaher s i got your words on ym and was happy to see them but was sad you had left i miss you,0
i am sorry it hurt you,0
can t i feel nauseous i m so pissed i didn t eat any sweets all week cause today i was planning to pig out i was dieting all week and now i m not hungry,0
ok lor but not too early me still having project meeting now,0
call me da i am waiting for your call,0
i could ask carlos if we could get more if anybody else can chip in,0
was actually about to send you a reminder today have a wonderful weekend,0
when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl,0
hey you gave them your photo when you registered for driving ah tmr wanna meet at yck,0
dont talk to him ever ok its my word,0
when u wana see it then,0
on ma way to school can you pls send me ashley s number,0
it shall be fine i have avalarr now will hollalater,0
she went to attend another two rounds today but still did t reach home,0
actually i deleted my old website now i m blogging at magicalsongs blogspot com,0
k wait chikku il send aftr lt gt mins,0
but i m on a diet and i ate NUMBER too many slices of pizza yesterday ugh i m always on a diet,0
k i will give my kvb acc details,0
oh all have to come ah,0
money you r a lucky winner NUMBER claim your prize text money NUMBER NUMBER over NUMBER million to give away ppt NUMBER x NUMBER normal text rate box NUMBER w NUMBER t NUMBER jy,1
i m really sorry i won t b able NUMBER do this friday hope u can find an alternative hope yr term s going ok,0
congratulations ore mo owo re wa enjoy it and i wish you many happy moments to and fro wherever you go,0
so do you have samus shoulders yet,0
what time you think you ll have it need to know when i should be near campus,0
dear matthew please call NUMBER from a landline your complimentary NUMBER lux tenerife holiday or NUMBER cash await collection ppm NUMBER sae t cs box NUMBER sk NUMBER xh,1
then dun wear jeans lor,0
since when which side any fever any vomitin,0
k k are you in college,0
urgent call NUMBER from landline your complimentary NUMBER tenerife holiday or NUMBER NUMBER cash await collection sae t cs box NUMBER hp NUMBER NUMBER yf NUMBER ppm NUMBER,1
better made up for friday and stuffed myself like a pig yesterday now i feel bleh but at least its not writhing pain kind of bleh,0
no we sell it all so we ll have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,0
theyre doing it to lots of places only hospitals and medical places are safe,0
how about getting in touch with folks waiting for company just txt back your name and age to opt in enjoy the community NUMBER p sms,1
and also i ve sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0
i sent my scores to sophas and i had to do secondary application for a few schools i think if you are thinking of applying do a research on cost also contact joke ogunrinde her school is one me the less expensive ones,0
i cant wait to see you how were the photos were useful,0
ur cash balance is currently NUMBER pounds to maximize ur cash in now send go to NUMBER only NUMBER p msg cc NUMBER po box NUMBER NUMBER tcr w NUMBER,1
hey i booked the kb on sat already what other lessons are we going for ah keep your sat night free we need to meet and confirm our lodging,0
chk in ur belovd ms dict,0
is that what time you want me to come,0
awesome lemme know whenever you re around,0
shb b ok lor thanx,0
beautiful truth against gravity read carefully our heart feels light when someone is in it but it feels very heavy when someone leaves it good night,0
also remember to get dobby s bowl from your car,0
filthy stories and girls waiting for your,1
sorry i now then c ur msg yar lor so poor thing but only NUMBER one night tmr u ll have a brand new room NUMBER sleep in,0
love isn t a decision it s a feeling if we could decide who to love then life would be much simpler but then less magical,0
welp apparently he retired,0
my sort code is and acc no is the bank is natwest can you reply to confirm i ve sent this to the right person,0
where,0
u sure u can t take any sick time,0
urgent we are trying to contact u todays draw shows that you have won a NUMBER prize guaranteed call NUMBER from land line claim m NUMBER valid NUMBER hrs only,1
watching cartoon listening music amp at eve had to go temple amp church what about u,0
yo chad which gymnastics class do you wanna take the site says christians class is full,0
are you this much buzy,0
or better still can you catch her and let ask her if she can sell lt gt for me,0
i am not sure about night menu i know only about noon menu,0
what do u want when i come back a beautiful necklace as a token of my heart for you thats what i will give but only to my wife of my liking be that and see no one can give you that dont call me i will wait till i come,0
are you willing to go for aptitude class,0
it wont b until NUMBER NUMBER as trying NUMBER sort house out is that ok,0
yar lor he wan NUMBER go c horse racing today mah so eat earlier lor i ate chicken rice u,0
haha awesome omw back now then,0
yup i thk so until e shop closes lor,0
what is your account number,0
eh u send wrongly lar,0
hey no i ad a crap nite was borin without ya NUMBER boggy with me u boring biatch thanx but u wait til nxt time il ave ya,0
ok i shall talk to him,0
dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0
hey you can pay with salary de only lt gt,0
another month i need chocolate weed and alcohol,0
if he started searching he will get job in few days he have great potential and talent,0
reckon need to be in town by eightish to walk from carpark,0
congrats NUMBER mobile NUMBER g videophones r yours call NUMBER now videochat wid your mates play java games dload polyph music noline rentl,1
look at the fuckin time what the fuck you think is up,0
yo guess what i just dropped,0
carlos says he ll be at mu in lt gt minutes,0
i m in office now i will call you lt gt min,0
geeee i miss you already you know your all i can think about fuck i can t wait till next year when we will be together loving kiss,0
yun ah the ubi one say if wan call by tomorrow call NUMBER look for irene ere only got bus NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER ubi cres ubi tech park NUMBER ph for NUMBER st NUMBER wkg days n,0
ugh gotta drive back to sd from la my butt is sore,0
NUMBER th of july,0
hi im having the most relaxing time ever we have to get up at NUMBER am every day was the party good the other night i get home tomorrow at NUMBER ish,0
up to wan come then come lor but i din c any stripes skirt,0
the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,0
i can t i don t have her number,0
change again it s e one next to escalator,0
yetunde i m in class can you not run water on it to make it ok pls now,0
not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been,0
then wait NUMBER me at bus stop aft ur lect lar if i dun c then i go get my car then come back n pick,0
aight will do thanks again for comin out,0
no but heard abt tat,0
please call our customer service representative on freephone NUMBER NUMBER NUMBER between NUMBER am NUMBER pm as you have won a guaranteed NUMBER cash or NUMBER prize,1
yes he is really great bhaji told kallis best cricketer after sachin in world very tough to get out,0
lt gt am i think should say on syllabus,0
umma did she say anything,0
give me a sec to think think about it,0
panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd NUMBER on NUMBER or call NUMBER optout,1
i don t quite know what to do i still can t get hold of anyone i cud pick you up bout NUMBER NUMBER pm and we can see if they re in the pub,0
poyyarikatur kolathupalayam unjalur post erode dis lt gt,0
dear hero i am leaving to qatar tonite for an apt opportunity pls do keep in touch at lt email gt kerala,0
lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am,0
i just got home babe are you still awake,0
i dunno they close oredi not v ma fan,0
just buy a pizza meat lovers or supreme u get to pick,0
ya told she was asking wats matter,0
dear regret i cudnt pick call drove down frm ctla now at cochin home left mobile in car ente style ishtamayoo happy bakrid,0
free for NUMBER st week no NUMBER nokia tone NUMBER ur mob every week just txt nokia to NUMBER get txting and tell ur mates URL pobox NUMBER w NUMBER wq norm NUMBER p tone NUMBER,1
shall i send that exe to your mail id,0
nope watching tv at home not going out v bored,0
don know wait i will check it,0
good afternoon on this glorious anniversary day my sweet j i hope this finds you happy and content my prey i think of you and send a teasing kiss from across the sea coaxing images of fond souveniers you cougar pen,0
guess what somebody you know secretly fancies you wanna find out who it is give us a call on NUMBER from landline datebox NUMBER essexcm NUMBER xn NUMBER p min NUMBER,1
we still on for tonight,0
may i call you later pls,0
hasn t that been the pattern recently crap weekends,0
i have a sore throat it s scratches when i talk,0
yes da any plm at ur office,0
are you not around or just still asleep v,0
lol you forgot it eh yes i ll bring it in babe,0
its good we ll find a way,0
can not use foreign stamps in this country good lecture,0
yup bathe liao,0
happy new year my no NUMBER man,0
oh mr sheffield you wanna play that game okay you re the boss and i m the nanny you give me a raise and i ll give you one,0
zoe it just hit me NUMBER im fucking shitin myself il defo try my hardest NUMBER cum NUMBER morow luv u millions lekdog,0
hello baby did you get back to your mom s are you setting up the computer now filling your belly how goes it loverboy i miss you already sighs,0
no my blankets are sufficient thx,0
naughty little thought its better to flirt flirt n flirt rather than loving someone n gettin hurt hurt n hurt gud nyt,0
edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm gn ge gnt,0
they just talking thats it de they wont any other,0
today am going to college so am not able to atten the class,0
i m in class will holla later,0
easy ah sen got selected means its good,0
mmm thats better now i got a roast down me i d b better if i had a few drinks down me NUMBER good indian,0
we know someone who you know that fancies you call NUMBER to find out who pobox NUMBER ls NUMBER hb NUMBER p,1
come round it s,0
do NUMBER thing change that sentence into because i want NUMBER concentrate in my educational career im leaving here,0
NUMBER s flirting now txt girl or bloke ur name age eg girl zoe NUMBER to NUMBER to join and get chatting,1
i walked an hour NUMBER c u doesn t that show i care y wont u believe im serious,0
NUMBER days to euro NUMBER kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to NUMBER,1
are you available for soiree on june NUMBER rd,0
do u noe wat time e place dat sells NUMBER d closes,0
i got another job the one at the hospital doing data analysis or something starts on monday not sure when my thesis will got finished,0
jay s getting really impatient and belligerent,0
hiya comin NUMBER bristol NUMBER st week in april les got off rudi on new yrs eve but i was snoring they were drunk u bak at college yet my work sends ink NUMBER bath,0
i m at work please call,0
then u drive lor,0
ard NUMBER like dat y,0
tell me they re female v how re you throwing in we re deciding what all to get now,0
eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to NUMBER now NUMBER chance NUMBER win NUMBER cash wkent NUMBER p NUMBER,1
i m working technical support voice process networking field,0
i might come to kerala for NUMBER days so you can be prepared to take a leave once i finalise dont plan any travel during my visit need to finish urgent works,0
ok not sure what time tho as not sure if can get to library before class will try see you at some point have good eve,0
we have new local dates in your area lots of new people registered in your area reply date to start now NUMBER only URL replys NUMBER,1
that s fine i ll bitch at you about it later then,0
no my mum went NUMBER dentist,0
once free call me sir i am waiting for you,0
meeting u is my work tel me when shall i do my work tomorrow,0
someone u know has asked our dating service NUMBER contact you cant guess who call NUMBER now all will be revealed po box NUMBER m NUMBER NUMBER wu,1
jus finish bathing,0
alright i ll make sure the car is back tonight,0
urgent we are trying to contact u todays draw shows that you have won a NUMBER prize guaranteed call NUMBER from land line claim c NUMBER valid NUMBER hrs only,1
dear u ve been invited to xchat this is our final attempt to contact u txt chat to NUMBER,1
lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea,0
aight ill get on fb in a couple minutes,0
oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,0
where can download clear movies dvd copies,0
yep by the pretty sculpture,0
convey my regards to him,0
me too watching surya movie only after NUMBER pm vijay movie pokkiri,0
you tell what happen dont behave like this to me ok no need to say,0
can u get pic msgs to your phone,0
send to someone else,0
wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem,0
for me the love should start with attraction i should feel that i need her every time around me she should be the first thing which comes in my thoughts i would start the day and end it with her she should be there every time i dream love will be then when my every breath has her name my life should happen around her my life will be named to her i would cry for her will give all my happiness and take all her sorrows i will be ready to fight with anyone for her i will be in love when i will be doing the craziest things for her love will be when i don t have to proove anyone that my girl is the most beautiful lady on the whole planet i will always be singing praises for her love will be when i start up making chicken curry and end up makiing sambar life will be the most beautiful then will get every morning and thank god for the day because she is with me i would like to say a lot will tell later,0
fr ndship is like a needle of a clock though v r in d same clock v r nt able NUMBER met evn if v meet itz only NUMBER few seconds bt v alwys stay conected gud NUMBER t,0
i don t think he has spatula hands,0
you can never do nothing,0
you are awarded a sipix digital camera call NUMBER from landline delivery within NUMBER days t cs box NUMBER m NUMBER bp NUMBER yr warranty NUMBER ppm NUMBER p p NUMBER NUMBER,1
goodmorning today i am late for lt decimal gt min,0
win urgent your mobile number has been awarded with a NUMBER prize guaranteed call NUMBER from land line claim NUMBER valid NUMBER hrs only NUMBER ppm,1
please da call me any mistake from my side sorry da pls da goto doctor,0
where r we meeting,0
well the weather in cali s great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home,0
now only i reached home i am very tired now i will come tomorro,0
ryder unsold now gibbs,0
dear subscriber ur draw NUMBER NUMBER gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to NUMBER,1
don t fret i ll buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal address u ll be alright okay,0
no gifts you trying to get me to throw myself off a cliff or something,0
been up to ne thing interesting did you have a good birthday when are u wrking nxt i started uni today,0
you busy or can i come by at some point and figure out what we re doing tomorrow,0
yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary,0
black shirt n blue jeans i thk i c,0
aiyah sorry lor i watch tv watch until i forgot NUMBER check my phone,0
message important information for o NUMBER user today is your lucky day NUMBER find out why log onto URL there is a fantastic surprise awaiting you,1
on hen night going with a swing,0
good afternoon my love how goes your day what are you up to i woke early and am online waiting for you hmmm italian boy is online i see grins,0
from someone not to smoke when every time i ve smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0
no you ll just get a headache trying to figure it out u can trust me to do the math i promise o,0
s s first time dhoni rocks,0
ok ill tell the company,0
awesome think we can get an NUMBER th at usf some time tonight,0
so that means you still think of teju,0
no i m good for the movie is it ok if i leave in an hourish,0
no no this is kallis home ground amla home town is durban,0
so lets make it saturday or monday as per convenience,0
hey what time is your driving on fri we go for evaluation on fri,0
NUMBER you have won a NUMBER NUMBER price to claim call NUMBER,1
i m going NUMBER lunch now wif my family then aft dat i go str NUMBER orchard lor,0
bored of speed dating try speedchat txt speedchat to NUMBER if you don t like em txt swap and get a new chatter chat NUMBER pobox NUMBER w NUMBER wq NUMBER p msg rcd NUMBER,1
cancel cheyyamo and get some money back,0
do you want NUMBER anytime any network mins NUMBER text and a new video phone for only five pounds per week call NUMBER now or reply for delivery tomorrow,1
ok ok ok then whats ur todays plan,0
good morning princess how are you,0
aiyar sorry lor forgot NUMBER tell u,0
for taking part in our mobile survey yesterday you can now have NUMBER texts NUMBER use however you wish NUMBER get txts just send txt to NUMBER t c URL NUMBER NUMBER p,1
not tonight mate catching up on some sleep this is my new number by the way,0
height of oh shit situation a guy throws a luv letter on a gal but falls on her brothers head whos a gay d,0
ur hmv quiz cash balance is currently NUMBER to maximize ur cash in now send hmv NUMBER to NUMBER only NUMBER p msg,1
so check your errors and if you had difficulties do correction,0
howz pain hope u r fine,0
sorry i ll call later,0
good morning princess how are you,0
as i entered my cabin my pa said happy b day boss i felt special she askd me NUMBER lunch after lunch she invited me to her apartment we went there,0
u wake up already thanx NUMBER e tau sar piah it s quite nice,0
k do i need a login or anything,0
dont forget you can place as many free requests with NUMBER stchoice co uk as you wish for more information call NUMBER,1
lol no just was busy,0
what u wearing,0
message some text missing sender name missing number missing sent date missing missing u a lot thats y everything is missing sent via fullonsms com,0
oh as usual vijay film or its different,0
i don t know u and u don t know me send chat to NUMBER now and let s find each other only NUMBER p msg rcvd hg suite NUMBER NUMBER lands row w NUMBER j NUMBER hl ldn NUMBER years or over,1
have you had a good day mine was really busy are you up to much tomorrow night,0
and is there a way you can send shade s stuff to her and she has been wonderful too,0
really i tot ur paper ended long ago but wat u copied jus now got use u happy lar i still haf NUMBER study,0
thank you winner notified by sms good luck no future marketing reply stop to NUMBER customer services NUMBER,1
babe i lost you,0
ok help me ask if she s working tmr a not,0
i m not driving raining then i ll get caught at e mrt station lor,0
not a drop in the tank,0
that said can you text him one more time,0
sorry i ll call later,0
ok i go change also,0
NUMBER s of girls many local NUMBER u who r virgins NUMBER this r ready NUMBER NUMBER fil ur every sexual need can u NUMBER fil theirs text cute to NUMBER NUMBER NUMBER p m,1
did u find a sitter for kaitlyn i was sick and slept all day yesterday,0
sorry man accidentally left my phone on silent last night and didn t check it til i got up,0
hey something came up last min think i wun be signing up tmr hee,0
he s an adult and would learn from the experience there s no real danger i just dont like peeps using drugs they dont need but no comment,0
hey there s veggie pizza,0
yun buying but school got offer NUMBER plus only,0
you sure your neighbors didnt pick it up,0
k i will sent it again,0
free entry in NUMBER a wkly comp to win fa cup final tkts NUMBER st may NUMBER text fa to NUMBER to receive entry question std txt rate t c s apply NUMBER over NUMBER s,1
new theory argument wins d situation but loses the person so dont argue with ur friends just kick them amp say i m always correct,0
well im computerless time to make some oreo truffles,0
haha yeah i see that now be there in a sec,0
i am not having her number sir,0
lol now i m after that hot air balloon,0
ok now i am in bus if i come soon i will come otherwise tomorrow,0
msgs r not time pass they silently say that i am thinking of u right now and also making u think of me at least NUMBER a moment gd nt swt drms shesil,0
yeah we can probably swing by once my roommate finishes up with his girl,0
got what it takes NUMBER take part in the wrc rally in oz u can with lucozade energy text rally le to NUMBER NUMBER p see packs or lucozade co uk wrc itcould be u,1
happy new years melody,0
dun need to pick ur gf,0
yay you better not have told that to NUMBER other girls either,0
horrible u eat macs eat until u forgot abt me already rite u take so long NUMBER reply i thk it s more toot than b NUMBER so b prepared now wat shall i eat,0
did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will NUMBER live do you think i would be the first person NUMBER die from n v q,0
just nw i came to hme da,0
i m outside islands head towards hard rock and you ll run into me,0
to day class is there are no class,0
i m in chennai velachery,0
you flippin your shit yet,0
k give me a sec breaking a lt gt at cstore,0
am i that much bad to avoid like this,0
yo you around just got my car back,0
annoying isn t it,0
goodmorning today i am late for lt gt min,0
there s no point hangin on to mr not right if he s not makin u happy,0
all will come alive better correct any good looking figure there itself,0
in that case i guess i ll see you at campus lodge,0
we re done,0
come to my home for one last time i wont do anything trust me,0
i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair,0
sex up ur mobile with a free sexy pic of jordan just text babe to NUMBER then every wk get a sexy celeb pocketbabe co uk NUMBER more pics NUMBER NUMBER wk NUMBER,1
ok c ya,0
you have NUMBER new voicemail please call NUMBER,1
what he said is not the matter my mind saying some other matter is there,0
he also knows about lunch menu only da i know,0
al he does is moan at me if n e thin goes wrong its my fault al de arguments r my fault fed up of him of himso y bother hav NUMBER go thanx xx,0
neft transaction with reference number lt gt for rs lt decimal gt has been credited to the beneficiary account on lt gt at lt time gt lt gt,0
otherwise had part time job na tuition,0
i know she called me,0
me also da i feel yesterday night wait til NUMBER day night dear,0
thanks for understanding i ve been trying to tell sura that,0
win a year supply of cds NUMBER a store of ur choice worth NUMBER enter our NUMBER weekly draw txt music to NUMBER ts cs URL,1
the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p,0
as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no NUMBER to claim NUMBER p msg exp NUMBER apr,1
i need you to be in my strong arms,0
also maaaan are you missing out,0
his bday real is in april,0
guessin you ain t gonna be here before NUMBER,0
ok then i will come to ur home after half an hour,0
yo the game almost over want to go to walmart soon,0
yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well,0
i ll text now all creepy like so he won t think that we forgot,0
that would be good i ll phone you tomo lunchtime shall i to organise something,0
you have NUMBER new voicemail please call NUMBER,1
damn can you make it tonight or do you want to just wait til tomorrow,0
k k i m also fine when will you complete the course,0
true it is passable and if you get a high score and apply for phd you get NUMBER years of salary so it makes life easier,0
no NUMBER nokia tone NUMBER ur mob every week just txt nok to NUMBER NUMBER st tone free so get txtin now and tell ur friends NUMBER p tone NUMBER reply hl NUMBER info,1
prakesh is there know,0
teach me apps da when you come to college,0
rofl betta invest in some anti aging products,0
you are a winner u have been specially selected NUMBER receive NUMBER cash or a NUMBER holiday flights inc speak to a live operator NUMBER claim NUMBER,1
sir you will receive the account no another NUMBER hr time sorry for the delay,0
reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations URL ph NUMBER p,1
so ll be submitting da project tmr rite,0
free entry into our NUMBER weekly comp just send the word enter to NUMBER now NUMBER t c URL cust care NUMBER,1
jus ans me lar u ll noe later,0
i want to send something that can sell fast lt gt k is not easy money,0
have got few things to do may be in pub later,0
NUMBER s finish meeting call me,0
lol ok i ll snatch her purse too,0
hello drivby NUMBER quit edrunk sorry iff pthis makes no senrd dnot no how dancce NUMBER drum n basq ihave fun NUMBER nhite x ros xxxxxxx,0
your opinion about me NUMBER over NUMBER jada NUMBER kusruthi NUMBER lovable NUMBER silent NUMBER spl character NUMBER not matured NUMBER stylish NUMBER simple pls reply,0
how much are we getting,0
is ur paper in e morn or aft tmr,0
dear relieved of westonzoyland all going to plan this end too,0
hope you are having a great new semester do wish you the very best you are made for greatness,0
oh yes i can speak txt NUMBER u no hmm did u get email,0
i want to show you the world princess how about europe,0
nobody can decide where to eat and dad wants chinese,0
no shoot me i m in the docs waiting room,0
now i m going out NUMBER dinner soon,0
hello which the site to download songs its urgent pls,0
i do know what u mean is the king of not havin credit i m goin NUMBER bed now night night sweet only NUMBER more sleep,0
horrible gal me in sch doing some stuff how come u got mc,0
hi hun im not comin NUMBER nite tell every NUMBER im sorry NUMBER me hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon l NUMBER rs x,0
i call you later don t have network if urgnt sms me,0
ummmmmaah many many happy returns of d day my dear sweet heart happy birthday dear,0
please call NUMBER immediately as there is an urgent message waiting for you,1
yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0
mum say we wan to go then go then she can shun bian watch da glass exhibition,0
what your plan for pongal,0
just wait till end of march when el nino gets himself oh,0
not yet chikku going to room nw i m in bus,0
am also doing in cbe only but have to pay,0
honey boo i m missing u,0
we have sent jd for customer service cum accounts executive to ur mail id for details contact us,0
yo i m at my parents gettin cash good news we picked up a downstem,0
thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy,0
hungry gay guys feeling hungry and up NUMBER it now call NUMBER just NUMBER p min to stop texts call NUMBER NUMBER p min,1
ok no wahala just remember that a friend in need,0
i will see in half an hour,0
im in inperialmusic listening NUMBER the weirdest track ever by leafcutter john sounds like insects being molested someone plumbing remixed by evil men on acid,0
hey sorry i didntgive ya a a bellearlier hunny just been in bedbut mite go NUMBER thepub l NUMBER tr if uwana mt up loads a luv jenxxx,0
seriously tell her those exact words right now,0
can u get NUMBER phone now i wanna chat NUMBER set up meet call me now on NUMBER u can cum here NUMBER moro luv jane xx calls NUMBER minmoremobsemspobox NUMBER po NUMBER wa,1
tee hee off to lecture cheery bye bye,0
sorry chikku my cell got some problem thts y i was nt able to reply u or msg u,0
if you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0
ok,0
network operator the service is free for t c s visit NUMBER biz,1
let me know how to contact you i ve you settled in a room lets know you are ok,0
wot u up NUMBER u weirdo,0
can do lor,0
dont put your phone on silent mode ok,0
can i meet at NUMBER as NUMBER where depends on where wan NUMBER in lor,0
waiting NUMBER my tv show NUMBER start lor u leh still busy doing ur report,0
oh ho is this the first time u use these type of words,0
am i the only one who doesn t stalk profiles,0
ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it gud nyt,0
yes i thought so thanks,0
but if she s drinkin i m ok,0
just wondering the others just took off,0
night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,0
what do you do my dog must i always wait till the end of your day to have word from you did you run out of time on your cell already,0
happy new year to u too,0
hey great deal farm tour NUMBER am to NUMBER pm NUMBER pax NUMBER deposit by NUMBER may,0
eat jap done oso aft ur lect wat got lect at NUMBER rite,0
hey babe i saw you came online for a second and then you disappeared what happened,0
da my birthdate in certificate is in april but real date is today but dont publish it i shall give you a special treat if you keep the secret any way thanks for the wishes,0
happy birthday may all ur dreams come true,0
aiyah u did ok already lar e nydc at wheellock,0
tell her i said eat shit,0
sure i am driving but will reach my destination soon,0
k so am i how much for an NUMBER th fifty,0
your daily text from me a favour this time,0
great to hear you are settling well so what s happenin wit ola,0
those cocksuckers if it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0
i tot u reach liao he said t shirt,0
fran i decided NUMBER go n e way im completely broke an knackered i got up bout NUMBER c u NUMBER mrw love janx p s this is my dads fone no credit,0
i cant pick the phone right now pls send a message,0
your right i ll make the appointment right now,0
designation is software developer and may be she get chennai,0
enjoy the jamster videosound gold club with your credits for NUMBER new videosounds NUMBER logos musicnews get more fun from jamster co uk NUMBER only help call NUMBER,1
get NUMBER lions england tone reply lionm NUMBER mono or lionp NUMBER poly NUMBER more go NUMBER URL the original n best tones NUMBER gbp network operator rates apply,1
i jokin oni lar busy then i wun disturb,0
ok be careful don t text and drive,0
i ll always be there even if its just in spirit i ll get a bb soon just trying to be sure i need it,0
u r too much close to my heart if u go away i will be shattered plz stay with me,0
i love u NUMBER babe r u sure everything is alrite is he being an idiot txt bak girlie,0
how abt making some of the pics bigger,0
got but got NUMBER colours lor one colour is quite light n e other is darker lor actually i m done she s styling my hair now,0
